Gene	FDR
cg04246763	2.57868104038888e-53
cg04249522	2.29365780770674e-36
cg04262140	3.3395939223711e-39
cg04262428	5.03096894366459e-87
cg04264908	2.37054395900922e-44
cg04281464	1.73880578239365e-60
cg04283162	8.52876495261959e-31
cg04284140	2.66215404051895e-19
cg04285033	1.41322448369697e-38
cg04290346	1.35480374073804e-29
cg04294888	1.26296096518905e-46
cg04301104	1.79214734214838e-30
cg04317962	4.22828526853867e-58
cg04328413	2.47905475514026e-29
cg04330449	4.38145451967946e-51
cg04330597	5.14609004157502e-28
cg04336379	2.89952298361688e-33
cg04347874	3.13523330942052e-51
cg04367486	6.7643687932972e-47
cg04368094	9.4735050108482e-46
cg04387835	3.7613746274666e-17
cg04395689	6.46830164958429e-38
cg04399751	7.34211164602069e-92
cg04401986	1.05681352713387e-20
cg04402007	1.08379543135977e-25
cg04406200	6.15902721509883e-12
cg04407470	3.40878148572879e-43
cg04418647	9.68938353404141e-13
cg04428071	2.87063165087181e-25
cg04442576	6.15826560859516e-54
cg04452959	6.3832729092529e-58
cg04460771	5.9401910670803e-34
cg04462627	4.12831355489886e-41
cg04475027	3.41509139481494e-48
cg04480386	5.12057308181296e-16
cg04495670	1.02646671090395e-38
cg04505435	1.07714281212647e-88
cg04507515	2.0362364941224e-47
cg04508482	7.59987855699997e-27
cg04514123	7.50753860104459e-47
cg04515268	8.30159314242994e-14
cg04515996	2.63375319263003e-50
cg04518342	5.77912115879106e-21
cg04522310	1.49887820168107e-43
cg04522625	1.57400597711912e-90
cg04540383	5.5827202552127e-64
cg04543008	1.61329906549701e-53
cg04550737	9.18034238475197e-52
cg04557423	1.90719407584219e-83
cg04557695	8.24419468621579e-52
cg04563046	4.25204171057089e-23
cg04568492	2.94634606234054e-41
cg04569429	3.19324121177427e-32
cg04569837	6.96300330940802e-17
cg04570362	2.66067226578816e-81
cg04574507	6.98304353045293e-34
cg04575395	4.05102479939806e-40
cg04578774	3.22679766159633e-58
cg04579966	1.16343349565812e-42
cg04583813	3.06647243410053e-77
cg04584301	4.83417920880251e-25
cg04599026	4.37634374515828e-77
cg04609841	0.239119700144179
cg04633922	4.52798706973592e-15
cg04638468	1.34147155466069e-92
cg04656042	1.49061998407371e-32
cg04657146	4.42185614020946e-05
cg04678916	5.15825603214038e-50
cg04680494	1.35691079475182e-17
cg04682802	8.72553621346817e-18
cg04688351	1.04692475053936e-26
cg04696181	2.4318128106024e-19
cg04698114	6.98661070249047e-52
cg04701034	2.02010408049165e-72
cg04701618	4.575311577132e-06
cg04715503	2.15215839329595e-37
cg04726821	2.27349980659777e-05
cg04728482	1.05502896246874e-33
cg04742780	5.26575882988081e-57
cg04743654	1.161290956289e-54
cg04743758	7.74764234494571e-41
cg04747322	1.80404783397889e-44
cg04751811	1.17884002889452e-40
cg04767174	0.00834934760509918
cg04772025	1.91019513100589e-24
cg04780572	3.29764020867072e-44
cg04784471	8.48365075866765e-39
cg04785900	5.44129626268536e-51
cg04787024	4.54504526595657e-60
cg04796181	3.67336874239799e-10
cg04797323	4.60402638883294e-31
cg04804377	4.16634670381682e-32
cg04805181	1.13826760792525e-51
cg04809453	2.29109266717794e-34
cg04819499	7.08991496369557e-62
cg04821520	1.04700011255843e-70
cg04828133	1.23933681198269e-31
cg04833011	9.18492787405931e-10
cg04835652	1.03388521895412e-89
cg04837025	6.9107064845263e-66
cg04837438	4.7346568482402e-22
cg04842146	2.70835467080126e-39
cg04849541	2.73085349878428e-38
cg04849842	7.97040413930495e-46
cg04851639	4.13580450489321e-22
cg04855678	8.24444009716172e-33
cg04858536	7.82473650894e-19
cg04865180	3.34180454045063e-46
cg04887807	1.1163313400356e-76
cg04892646	1.5616290286016e-22
cg04895288	7.06674053684343e-29
cg04904331	1.26529107455334e-67
cg04920527	1.53535966522335e-06
cg04927931	8.23028689693796e-38
cg04931383	1.29780913879105e-63
cg04942251	2.44178673495852e-43
cg04945331	3.92633190817595e-29
cg04948892	1.32515649393429e-59
cg04958165	5.44374887982457e-51
cg04963514	3.51083554188564e-30
cg04964672	4.26823933920022e-14
cg04970352	1.30322854714345e-46
cg04970570	4.21228699415413e-37
cg04974062	7.75336354878932e-51
cg04976324	4.00471820683674e-85
cg04988514	5.27872359090412e-10
cg05003554	8.79214169134405e-06
cg05016408	1.99474594482484e-37
cg05021846	5.31576860347525e-65
cg05033333	5.09899048906546e-31
cg05037927	9.27725721388198e-19
cg05042749	8.24380426607395e-12
cg05042938	1.81451382575636e-64
cg05052324	2.21366089060278e-37
cg05060976	1.6247915662341e-100
cg05062612	1.5958934090482e-31
cg05081498	4.41026508113533e-52
cg05083852	4.40406863354734e-15
cg05084668	5.41122079319146e-09
cg05106294	4.75900827405039e-29
cg05120309	8.35602896221203e-66
cg05127821	1.32450265967036e-48
cg05130679	1.36847319689498e-52
cg05135549	0.00142871432306701
cg05143530	2.16086280295409e-44
cg05157140	1.72619727243012e-45
cg05164933	2.10255996252012e-80
cg05166028	2.18802958855432e-07
cg05173913	1.80130425923591e-33
cg05174942	1.27361355730875e-26
cg05183931	3.00594008581272e-28
cg05191879	4.11662026152847e-37
cg05192452	9.04647236395992e-43
cg05200628	0.015480843741174
cg05206884	6.3819370908746e-26
cg05210258	1.78337506925738e-55
cg05211768	7.83908173527592e-19
cg05223720	6.48915107418322e-39
cg05226707	2.33130338314569e-27
cg05227549	1.85820451039951e-63
cg05241355	4.11465843634626e-28
cg05241924	7.18695987274024e-37
cg05245346	8.61668327775071e-84
cg05255275	9.92503601062309e-46
cg05258935	2.86648678264444e-13
cg05259545	4.32996476135841e-29
cg05261028	3.78826872328981e-76
cg05261893	5.91649774122973e-60
cg05286653	3.71369839920845e-55
cg05294497	1.55706866967947e-17
cg05295557	8.81702163672024e-60
cg05296099	4.54775177970911e-18
cg05297854	1.83750457557876e-55
cg05298922	3.3316978581864e-55
cg05301470	2.84937462667389e-07
cg05302386	5.91901170967015e-40
cg05306745	7.66427314485237e-72
cg05309948	3.48153433365827e-40
cg05310764	5.84931651900672e-35
cg05323725	1.02086062055368e-70
cg05327192	3.610229996401e-100
cg05327835	9.88492562420302e-33
cg05341539	2.07716866234827e-17
cg05343184	2.00913055710612e-35
cg05344495	1.07036496190654e-22
cg05345154	2.18528063988672e-25
cg05347878	1.71719512078365e-69
cg05347927	3.18995078071156e-24
cg05348366	3.80466718833244e-37
cg05351887	3.29447014330155e-29
cg05357660	6.73726431257079e-51
cg05369553	8.08372610258585e-13
cg05369857	1.28119379932401e-50
cg05373251	0.00623637021854812
cg05373263	3.77712548984803e-11
cg05375728	6.13791367314845e-43
cg05377226	6.34498298776728e-87
cg05385513	4.26745868876384e-33
cg05391318	1.73523804340628e-31
cg05391892	1.0023529983862e-05
cg05404698	8.57442475338622e-34
cg05415131	5.77624265476758e-31
cg05417127	2.78937067113146e-50
cg05418218	4.83199540648298e-24
cg05422029	4.78796986451834e-47
cg05427639	1.80568432771722e-10
cg05447008	1.94585413775868e-48
cg05452406	5.34876793222371e-59
cg05460318	1.88517322426226e-33
cg05463589	3.99239527871311e-18
cg05470554	5.00789604164036e-36
cg05472998	3.05370517561711e-10
cg05478631	3.83730690854923e-62
cg05482942	6.18123233713351e-37
cg05489252	2.33337198724408e-94
cg05493761	3.15577087750901e-14
cg05494604	5.41969376887107e-33
cg05497345	3.24932371534262e-42
cg05502478	8.57241218664597e-84
cg05506209	1.82317546675828e-29
cg05507490	1.15833071586512e-29
cg05518471	1.63869401447356e-14
cg05523911	4.80809520651611e-57
cg05527869	1.19917326265986e-72
cg05528899	0.0556315513421901
cg05530568	6.62655635624135e-60
cg05542262	8.9457092122066e-80
cg05542338	1.80910322142185e-34
cg05562381	4.30463900165976e-48
cg05573767	4.28566338793414e-21
cg05578480	2.30918306659023e-68
cg05583676	6.89848886342893e-18
cg05600740	2.23634104793512e-64
cg05604079	4.41307103882385e-37
cg05617413	8.58669240478822e-61
cg05621343	1.43757360527143e-68
cg05632088	6.179412324525e-18
cg05638439	1.1050115591343e-07
cg05646373	3.48124590239693e-10
cg05649108	6.0237703739511e-35
cg05651243	4.05443566071015e-14
cg05661282	1.376734836088e-40
cg05663341	7.26099946344015e-72
cg05667348	9.89134424660677e-40
cg05672569	2.13114315154997e-07
cg05681996	1.77283939627668e-13
cg05682479	2.53756495016471e-23
cg05684406	9.26426083384252e-25
cg05687660	2.49600216796642e-43
cg05688136	2.66447381817484e-32
cg05693611	1.77074383218726e-59
cg05696706	2.77749533064914e-17
cg05703053	8.77908286892965e-26
cg05707211	4.48606262780566e-82
cg05707458	1.17514699452705e-75
cg05710753	8.16595856571259e-16
cg05716270	1.08229526929838e-10
cg05718034	4.52714404743842e-10
cg05719164	4.37582884264118e-53
cg05728019	1.68090983208038e-45
cg05728754	3.45772622652141e-86
cg05732750	2.87347739285503e-77
cg05735180	8.77718766162796e-47
cg05739476	5.43861607926696e-66
cg05740418	5.83927172398262e-68
cg05743713	7.11073446637914e-14
cg05754377	6.1584763199151e-35
cg05758861	7.51914761952383e-07
cg05764691	4.22581334508989e-41
cg05766896	1.43096137764419e-10
cg05768427	3.19772344641391e-61
cg05783185	8.03031179188236e-26
cg05783915	2.15804125721995e-62
cg05784088	1.0296115361818e-43
cg05787063	1.40851466823452e-22
cg05797854	1.76248232815915e-55
cg05799507	4.42947738726462e-20
cg05804220	6.68850033833684e-33
cg05809668	3.52244454878591e-50
cg05821789	3.2315377002327e-49
cg05822532	7.96733177944606e-36
cg05825559	5.43176544271425e-19
cg05835105	1.53858716413946e-73
cg05839377	5.5106563892193e-57
cg05842348	3.2480375643408e-20
cg05855917	1.50051390096998e-36
cg05856321	9.79529951973228e-26
cg05862393	2.13432039029686e-42
cg05864326	2.91607466137852e-73
cg05876174	3.228678177115e-17
cg05882699	2.31700863819501e-11
cg05883978	3.42620569216043e-34
cg05884032	3.10058125994594e-52
cg05890377	7.90805475478494e-38
cg05901462	0.102260826723342
cg05904716	3.62966919300464e-79
cg05905030	5.12909642699362e-11
cg05905176	2.38049781993602e-59
cg05907046	2.51733463434346e-70
cg05907477	2.4201110658224e-11
cg05915293	1.58837317432375e-41
cg05917460	1.253632604848e-33
cg05920961	1.98788584274082e-16
cg05923595	5.19337828829927e-64
cg05930881	1.27673585432764e-49
cg05931423	1.90051555394958e-18
cg05933904	6.70508859630349e-53
cg05951576	1.17766538287952e-41
cg05952494	5.92310471726736e-70
cg05962092	1.44619605535887e-58
cg05965392	1.69749419125697e-70
cg05970721	2.34654964512004e-18
cg05971966	6.79826273705782e-32
cg05981038	6.58888016210693e-39
cg05982460	0.00527523494472371
cg05988964	5.69008499112388e-40
cg05990544	8.27565035358162e-33
cg05991454	3.56327587966382e-62
cg06007271	2.09934778533444e-66
cg06010588	1.85807375414659e-26
cg06023661	1.61018192113042e-21
cg06034127	7.70242330069344e-82
cg06038655	1.19553364276754e-63
cg06040034	1.46147348040183e-07
cg06045337	3.04385174414733e-17
cg06051311	1.07362090607546e-27
cg06060135	6.22411831420928e-68
cg06072021	3.13727667232129e-62
cg06073449	1.01855875109443e-42
cg06083330	7.84405144292574e-50
cg06085985	7.71935727041182e-15
cg06088324	5.60026973320345e-57
cg06106763	8.51285718046057e-34
cg06109379	1.76750049020402e-22
cg06113354	6.5645393500911e-53
cg06120945	1.73585975339853e-49
cg06126225	3.37460428952608e-27
cg06126713	5.64619218412326e-81
cg06133110	3.5571259975965e-24
cg06156093	2.63682529519266e-14
cg06160669	1.98798976629796e-54
cg06161600	1.81352545450386e-47
cg06163411	2.32939652938085e-09
cg06164973	5.98760856643058e-56
cg06167221	5.20186505559146e-07
cg06172475	3.38001780941098e-81
cg06174882	1.76751453968456e-24
cg06186698	1.29423587298065e-32
cg06192497	6.69148432255418e-87
cg06204735	9.47293520056765e-63
cg06206801	4.37428237954538e-28
cg06211550	5.44377287536999e-28
cg06211893	2.829875479856e-84
cg06223767	1.06079599154815e-60
cg06223834	7.3168077874797e-49
cg06226675	1.93847530833548e-48
cg06234051	9.42226847121094e-42
cg06238661	7.62281724012877e-14
cg06248767	1.34880429272327e-27
cg06257454	3.98113507440466e-34
cg06262436	3.77475191985834e-52
cg06274159	3.84541583099458e-40
cg06275635	8.6781528509422e-23
cg06282270	7.4688503542708e-71
cg06301550	3.02688114848326e-37
cg06304097	3.33816546877764e-38
cg06304518	2.31071209969447e-07
cg06310816	9.81789506934279e-16
cg06312813	6.08404465165276e-87
cg06315208	1.64675637041537e-32
cg06315390	1.99349251205062e-67
cg06316219	1.32474620010414e-09
cg06319822	4.67634578116934e-52
cg06347739	1.63123806878649e-35
cg06350853	9.47548463626241e-15
cg06351537	2.45828858747173e-13
cg06355129	9.4011584731026e-51
cg06358322	2.67798332037143e-49
cg06358671	4.81970581847714e-09
cg06360976	6.56972427530981e-10
cg06368401	1.34704792506764e-89
cg06371502	4.48336091594132e-46
cg06374079	8.74081495124396e-36
cg06377278	7.62662460030384e-63
cg06382028	1.65197089240243e-25
cg06382344	9.25896343093505e-71
cg06392126	8.32905433274891e-37
cg06392169	7.60830565788665e-56
cg06394109	6.86414823586209e-09
cg06400119	2.53184861412946e-12
cg06400704	3.96851161221185e-24
cg06404175	1.31663604803654e-46
cg06411879	8.58402166134497e-99
cg06413087	4.94409451798515e-17
cg06417478	8.61389181699585e-07
cg06421774	3.19194235289355e-15
cg06428196	5.31046655757338e-97
cg06433467	6.32743652604931e-57
cg06436185	8.88943913608716e-23
cg06442073	2.24283591571042e-16
cg06443533	3.0173421170501e-16
cg06444282	2.03847379616792e-43
cg06445348	2.49848445248107e-70
cg06457011	2.55883735927807e-39
cg06463958	1.45798992530467e-50
cg06472166	2.95945897038085e-07
cg06490869	5.53790592375762e-49
cg06500337	2.3401441501156e-33
cg06500727	4.25863495403893e-14
cg06501832	3.91514358698507e-20
cg06502570	6.45597655175172e-18
cg06511389	3.36384993019021e-21
cg06515144	8.38093893940874e-47
cg06524039	2.1532158960245e-52
cg06524192	7.10478848282556e-23
cg06528306	3.02518376903054e-56
cg06530338	2.10052525373207e-59
cg06537894	6.55584416778043e-43
cg06539804	4.42874126082887e-52
cg06546677	3.38107979413671e-23
cg06546806	1.74976844496745e-54
cg06549238	0.00646009962583285
cg06560887	1.81960455579137e-64
cg06564232	6.89181135634433e-11
cg06573787	3.50231091641604e-17
cg06574716	1.02185316968111e-46
cg06577876	1.96189882863194e-54
cg06600725	1.81491385526226e-59
cg06612016	1.0593278909653e-15
cg06616729	3.14556784893159e-46
cg06619621	1.41622962370017e-26
cg06632027	1.10147510962758e-49
cg06633438	2.17760912683766e-20
cg06637774	2.69172254547947e-24
cg06644655	5.23901621248502e-15
cg06651311	9.56352808196707e-64
cg06652329	1.36247458864645e-45
cg06710672	1.32297304618018e-15
cg06715136	1.78453498449872e-07
cg06718073	2.08255262974244e-19
cg06721601	6.37286627194975e-72
cg06728252	1.62120238691757e-24
cg06732439	2.4652741008885e-42
cg06733794	3.14962476269501e-19
cg06740600	4.80199519973177e-43
cg06741896	6.80891918183683e-22
cg06743037	2.23521323820359e-85
cg06744481	0.00539012828369138
cg06744585	4.7705768560727e-32
cg06745944	1.88859535793257e-70
cg06746118	1.85598368728569e-57
cg06747432	1.91945424818589e-36
cg06757662	3.66299458660291e-30
cg06760904	1.97486328394326e-07
cg06765217	1.30382331148304e-17
cg06766427	1.31894684168716e-33
cg06769546	4.32561656657872e-57
cg06780216	2.56874607673903e-09
cg06785999	1.85803807558757e-68
cg06799422	1.39468657647736e-37
cg06802522	1.04672689558367e-22
cg06807928	1.0763091993925e-18
cg06809074	9.17156637112957e-06
cg06815411	2.03823252776066e-78
cg06817490	9.72916973745136e-76
cg06818532	4.66934420615679e-52
cg06829830	1.09944108610994e-79
cg06843889	1.51694964324484e-68
cg06861044	2.71801854721752e-41
cg06875707	6.97474215050664e-31
cg06878499	3.23759613403097e-22
cg06879394	2.31092848617801e-43
cg06884470	2.6884015263351e-47
cg06886374	5.32838932739674e-79
cg06906435	3.81973717505917e-09
cg06906472	6.21720060902126e-69
cg06908244	5.87615738286207e-45
cg06911613	4.0670593846644e-48
cg06916001	5.51538028518509e-49
cg06916239	9.48629506518141e-40
cg06917617	3.65093946767758e-65
cg06924241	1.62128724068147e-20
cg06943420	9.04315398825302e-24
cg06945523	2.23318620285207e-33
cg06945936	8.09749997925015e-62
cg06947913	1.84778659054134e-35
cg06951647	1.14183092515993e-46
cg06958766	6.05321710276322e-17
cg06962944	6.38337174036525e-62
cg06963182	5.9533081219748e-49
cg06966242	6.32747520912696e-09
cg06966660	9.77746045767712e-17
cg06970370	2.1776800311624e-30
cg06972019	6.3595053613975e-62
cg06972389	9.6857273385149e-23
cg06973595	6.53692110153672e-23
cg06974428	8.11363455277225e-91
cg06992285	1.96645252788052e-42
cg06994692	2.30345016623998e-44
cg06998282	6.69680156730135e-73
cg07011778	5.84355014862452e-27
cg07011961	7.98993568748413e-13
cg07014673	1.77853830210973e-61
cg07015803	3.1070495767253e-07
cg07016276	1.55441558454578e-43
cg07022289	7.21237812742383e-71
cg07027116	8.534271452885e-66
cg07041999	1.12526239033544e-05
cg07045241	3.9300563776965e-28
cg07054564	3.18869878608419e-69
cg07060505	9.36124540608928e-05
cg07068327	7.17335656067945e-21
cg07068756	3.11494454644186e-62
cg07075238	0.000614296111604861
cg07083862	2.93423576057041e-22
cg07084627	1.68351914037632e-78
cg07095230	2.74780972480931e-34
cg07100000	1.12985860623719e-71
cg07105596	3.87931285714472e-11
cg07106761	6.42015546296227e-07
cg07109453	1.72921374335535e-37
cg07112337	2.03121271513975e-18
cg07113199	5.41188335940824e-38
cg07113642	1.65211640388297e-51
cg07115542	1.03325547636452e-59
cg07126525	5.55372094808146e-40
cg07132187	5.16532447153463e-21
cg07133994	1.01729087292198e-13
cg07137955	1.54940988807388e-92
cg07139301	2.0700920103721e-61
cg07142010	2.92458066291025e-86
cg07142797	2.20134824811544e-33
cg07148167	2.02520742715288e-44
cg07149609	1.69847431666669e-48
cg07150062	5.99404489156489e-48
cg07152216	4.50138793680544e-39
cg07157830	2.50702661855199e-65
cg07162000	5.96898974489170e-11
cg07168142	1.76137397151434e-09
cg07171527	4.39712857144652e-37
cg07176264	3.89906008053472e-45
cg07184316	1.19817337606364e-23
cg07185425	2.26557693187545e-35
cg07188523	6.69269727211089e-40
cg07204280	1.20197360484974e-52
cg07213036	5.4577713556964e-70
cg07222505	1.2020684412734e-27
cg07224726	1.43864720847066e-48
cg07229186	1.79085190986506e-09
cg07249459	4.25138890505723e-90
cg07271186	1.27862527146213e-15
cg07277756	1.00773194316412e-15
cg07293445	8.72610968593359e-45
cg07297397	3.49401360723504e-76
cg07299736	1.16796297822789e-61
cg07302069	4.12577003233396e-48
cg07303912	6.76689318785968e-75
cg07315010	5.01444392825274e-28
cg07323648	1.67243674180279e-37
cg07333231	1.93882237664564e-16
cg07333715	1.02348373214517e-32
cg07345734	1.93998248166184e-28
cg07345934	2.43573605497725e-36
cg07347092	5.82670945354978e-45
cg07366506	1.52143232476592e-23
cg07371589	8.30589910995829e-16
cg07376381	1.16184912836314e-38
cg07385423	3.20929683548255e-40
cg07393736	9.96365490996102e-42
cg07405182	2.88786773087772e-13
cg07411620	3.28789851211952e-16
cg07413251	1.29687440579143e-62
cg07422329	3.11172106740812e-09
cg07458308	1.14140392088945e-10
cg07469637	4.28386646029732e-76
cg07471018	9.85787983016783e-06
cg07475026	8.1743963563214e-39
cg07479670	1.22624812396646e-48
cg07480369	6.63212023179233e-76
cg07486474	7.23952340938162e-30
cg07489502	7.80733688804207e-42
cg07495363	4.20317838202374e-40
cg07515422	9.55855674472392e-56
cg07519235	4.25750263208885e-79
cg07520506	1.23166375004959e-26
cg07529122	4.72180077584548e-24
cg07540103	1.4223198415081e-52
cg07548313	1.45871109722228e-16
cg07548607	1.43838224213232e-67
cg07553626	1.12787003385443e-35
cg07565505	1.27239830891569e-41
cg07570470	1.79585060077699e-69
cg07572317	4.99271712890448e-08
cg07573209	3.58835716065834e-39
cg07581226	4.42049087081607e-11
cg07584066	4.3643874382691e-38
cg07589773	4.92029119394795e-49
cg07592963	2.49484798299863e-46
cg07614018	1.57930813611065e-60
cg07622833	6.35241664327966e-52
cg07628855	1.0984791414542e-07
cg07642043	4.40443068185771e-42
cg07643097	8.50150282182559e-15
cg07661904	2.68017986170391e-61
cg07671805	3.0613130573399e-13
cg07676361	3.84006436274782e-31
cg07676859	2.56854725864474e-49
cg07678266	9.25637794749e-10
cg07682600	5.92686792595364e-71
cg07684809	6.31096100384703e-30
cg07687131	2.72646191773043e-27
cg07688604	2.18614119743092e-70
cg07691152	5.36871622123276e-21
cg07691531	0.61094985543495
cg07697895	9.70655988326357e-78
cg07703462	3.26817445970177e-45
cg07724309	3.46954767528527e-70
cg07724670	3.01802263552297e-75
cg07739205	1.02274164010757e-33
cg07754999	5.38592781297092e-49
cg07770968	3.25632836995132e-66
cg07780095	1.72997149398749e-52
cg07782924	1.05779643961042e-25
cg07790615	2.55310633399009e-58
cg07791866	4.48240867173102e-09
cg07792478	9.89996224201924e-39
cg07792871	0.191317576769557
cg07795766	2.23543498673956e-10
cg07796016	0.0108498860557741
cg07802350	1.33006403804689e-32
cg07804408	1.28142538332547e-14
cg07810039	2.89019494122003e-103
cg07810282	1.36912553139656e-21
cg07811110	1.04226748075168e-45
cg07813142	5.71284422706611e-45
cg07834955	3.56539923880191e-31
cg07844977	8.15973923994714e-10
cg07846220	1.08211114574259e-70
cg07847030	7.82044663797832e-80
cg07849944	5.02461683030449e-31
cg07852757	2.34837731046052e-72
cg07858195	1.6319754183041e-59
cg07861448	2.93758952942017e-16
cg07875385	5.91866700080771e-23
cg07877987	9.00886968912389e-07
cg07879739	3.8655398622893e-48
cg07881405	2.17381853610862e-23
cg07886472	2.38397193459863e-46
cg07891531	5.96082806815739e-46
cg07897248	1.5915724227594e-45
cg07902387	1.67158236606654e-58
cg07904452	5.68841259804912e-77
cg07909128	5.63620408284098e-14
cg07909759	5.01528670698498e-12
cg07914084	9.68232088801072e-25
cg07916589	6.92575586065746e-36
cg07917546	2.54463274327279e-35
cg07919936	2.04648583701557e-21
cg07931391	5.39991486359097e-57
cg07931411	4.64914401501681e-72
cg07936950	7.94769749338918e-12
cg07937427	2.09903048069878e-47
cg07944396	7.03319603209416e-39
cg07949720	1.59103281951879e-06
cg07956515	3.34119811924833e-40
cg07959771	1.04690130781703e-30
cg07961887	8.62630259744141e-62
cg07962143	4.61804929533669e-32
cg07963234	8.33439574720331e-32
cg07970752	3.24392536174184e-12
cg07974511	1.94963741582566e-56
cg07976064	1.1832698008852e-80
cg07978472	3.18943810441918e-94
cg07979401	2.10108050818051e-87
cg07986239	1.5326298575858e-20
cg07991112	8.0723479497598e-34
cg07997936	2.1140764019518e-10
cg08000118	5.50825911172125e-26
cg08010362	1.9327668312817e-72
cg08015388	2.61129889046487e-51
cg08018585	3.58986645178674e-15
cg08042316	2.13345622350395e-49
cg08047907	8.3230524667947e-53
cg08058191	9.59790996863038e-53
cg08065231	1.07571362225318e-52
cg08066035	3.73570175265734e-56
cg08070771	3.53273879517637e-53
cg08077337	7.11650997282145e-44
cg08079908	5.33948804542147e-13
cg08089301	9.06139707552025e-16
cg08101036	3.10256293133725e-17
cg08103988	6.28270971366662e-08
cg08104202	4.90452306354234e-54
cg08105834	0.00887461558491059
cg08105965	5.81225857352302e-23
cg08113245	9.33487181876462e-63
cg08120263	1.22617261840245e-68
cg08122232	1.15770019717868e-17
cg08124446	1.54257617356599e-31
cg08125436	8.27874436049358e-20
cg08141395	4.80992622384212e-55
cg08146483	1.13074079079817e-55
cg08148261	3.20993888212876e-72
cg08154437	6.40366956168321e-33
cg08160350	1.46993685014677e-32
cg08162372	1.34174586588066e-17
cg08163199	1.03344754442563e-24
cg08165971	1.22159147118996e-54
cg08169827	6.74110395401614e-41
cg08180572	8.32567244720468e-08
cg08183724	7.40374657423999e-29
cg08188069	1.70414170812846e-05
cg08189989	1.42539143473825e-52
cg08195943	1.27469296232013e-36
cg08196968	4.04848546621409e-42
cg08198040	6.69689553054854e-09
cg08202754	5.34034973091698e-21
cg08205639	7.14988594341537e-49
cg08227526	1.95145775194297e-24
cg08231710	2.50732837779929e-26
cg08234308	3.94601806946026e-64
cg08236767	1.42864068455782e-44
cg08238568	1.69345520716741e-05
cg08243728	1.2150233177596e-39
cg08249424	2.44577970179018e-20
cg08249988	2.87676489027283e-52
cg08253164	1.66124543184385e-14
cg08253651	3.49962607533274e-57
cg08260959	3.21090285946267e-22
cg08263589	1.85663937271562e-53
cg08272731	8.71802958776675e-54
cg08290850	1.1611873822348e-47
cg08294044	3.59998247833495e-09
cg08300419	3.7990142397084e-40
cg08304084	9.85893279558431e-18
cg08304190	2.20016904537982e-50
cg08305551	2.50974348180169e-51
cg08315202	2.16958832635938e-48
cg08320225	1.64103419799555e-81
cg08322102	2.09171257011327e-30
cg08322244	6.97493925822385e-10
cg08325191	6.67987468838592e-27
cg08325845	1.43446712266671e-24
cg08328777	2.01501551582812e-41
cg08335510	1.19360364040538e-14
cg08346735	1.37485581786176e-42
cg08355260	1.10817832681099e-09
cg08360511	3.73010791612829e-14
cg08363001	2.06413890331044e-33
cg08364561	1.21438054819983e-48
cg08368617	4.29066511117284e-32
cg08380311	1.08352176239232e-13
cg08382226	5.44623272420588e-47
cg08384637	1.08639106867442e-57
cg08387538	2.35328165724061e-15
cg08387835	7.11828653679108e-13
cg08390172	1.22326460651002e-29
cg08393317	5.70330321611384e-47
cg08394412	1.22180003613169e-17
cg08406370	3.13665522500223e-62
cg08408994	1.97447349079808e-79
cg08416194	3.58345137596657e-89
cg08420572	2.31203268906685e-78
cg08421126	2.25426372662871e-72
cg08435683	2.65094166948212e-51
cg08439930	3.94184789428954e-29
cg08441170	2.21674633364216e-20
cg08441803	0.000180756239094785
cg08445802	3.29524236113704e-31
cg08464190	1.65264903701314e-27
cg08464402	2.82536214731001e-18
cg08466792	2.43034225354798e-25
cg08470742	4.25146981877343e-40
cg08470875	0.444796791966284
cg08472222	1.88536544223302e-40
cg08477332	0.127182455238713
cg08479476	6.1647107507296e-24
cg08480826	3.21110156983491e-30
cg08481075	3.33044192404946e-89
cg08483912	6.46386186294917e-19
cg08488058	3.45399805546628e-50
cg08490115	2.28384128777832e-39
cg08492145	1.0328401229712e-05
cg08495115	1.58526052017136e-67
cg08496953	2.27431586806778e-31
cg08502239	3.46844414807071e-27
cg08508337	0.392715172308644
cg08511886	5.30931413881613e-08
cg08520383	3.08967903780337e-07
cg08521684	4.08674268412036e-11
cg08523343	8.02606117465247e-58
cg08526991	1.54095946837434e-69
cg08530838	6.42597258102749e-45
cg08535474	9.95502657764279e-21
cg08535928	2.80410036474605e-23
cg08538034	2.18802958855432e-07
cg08539872	3.50551159555383e-55
cg08540945	7.0234522964769e-28
cg08545287	1.29565622994042e-36
cg08546107	5.51089216437437e-25
cg08548396	7.89115810397252e-46
cg08553437	1.65943454376754e-91
cg08567279	2.2363993553783e-47
cg08572611	3.26036879463203e-70
cg08575330	4.44044486936817e-50
cg08575537	2.32416840950777e-34
cg08578734	3.76128205690798e-60
cg08594218	4.56891901625992e-31
cg08599635	8.84476738663243e-20
cg08604097	3.75604061775104e-59
cg08609270	7.04323930400404e-16
cg08613144	1.70966119689079e-71
cg08624648	1.17585637293169e-12
cg08632164	1.65961149703441e-26
cg08632388	1.23739822121514e-29
cg08637514	0.000104071989455709
cg08640634	7.97483062077435e-72
cg08640923	5.78244494146909e-21
cg08647349	5.28842184444228e-43
cg08651937	4.99398318202145e-97
cg08663159	1.69585810321671e-70
cg08668790	1.22279337673709e-37
cg08673716	5.46185375199368e-36
cg08680048	2.6125451772146e-77
cg08690031	5.67598097986708e-31
cg08699341	2.43313665994236e-06
